file_name,gpx_time,rec_num,name,latitude,longitude,elevation,used_max_elevation,comment,description,symbol,gps_quality,x_3794,y_3794
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,114,M13_GK,46.254559932,13.764429968,1855.9,0,M13C,"M13C - converted from 1994 Gausskruger coordinates: SLO(404738.4,404738.4)",Waypoint,1,404738,124611
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,103,M13GK,46.254559765,13.764429968,1855.9,0,M13GK,"M13GK: SLO(404738.4,404738.4)",Waypoint,2,404738,124611
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,100,M14_GK,46.253019925,13.762309933,1853.1,0,M14C,"M14C - converted from 1994 Gausskruger coordinates: SLO(404572.3,404572.3)",Waypoint,1,404572,124442
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,102,M14GK,46.253019758,13.762309765,1853.1,0,M14GK,"M14GK: SLO(404572.2,404572.2)",Waypoint,2,404572,124442
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,101,M15,46.253298121,13.761565369,1859.8,0,M15,"M15: SLO(404515.3,404515.3)",Skull and Crossbones,2,404515,124474
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,102,M15_GK,46.252909955,13.761349954,1867.2,0,M15C,"M15C - converted from 1994 Gausskruger coordinates: SLO(404498.0,404498.0)",Waypoint,1,404498,124431
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,100,M15GK,46.252909955,13.761349954,1867.2,0,M15GK,"M15GK: SLO(404498.0,404498.0)",Waypoint,2,404498,124431
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,99,M16,46.252033040,13.763970137,1855.2,0,M16,"M16: SLO(404698.5,404698.5)",Skull and Crossbones,2,404699,124331
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,98,M17,46.253486127,13.760341695,1855.0,0,M17,"M17: SLO(404421.3,404421.3)",Skull and Crossbones,2,404421,124496
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,97,M18,46.253222181,13.763729241,1850.2,0,M18,"M18: SLO(404682.0,404682.0)",Skull and Crossbones,2,404682,124463
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,103,M18_GK,46.253199968,13.762309933,1853.1,0,M18C,"M18C - converted from 1994 Gausskruger coordinates: SLO(404572.6,404572.6)",Waypoint,1,404573,124462
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,96,M18GK,46.253199885,13.762309765,1853.1,0,M18GK,"M18GK: SLO(404572.6,404572.6)",Waypoint,2,404573,124462
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,95,M19,46.253200304,13.760603881,1849.4,0,M19,"M19: SLO(404441.0,404441.0)",Skull and Crossbones,2,404441,124464
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,108,M19_GK,46.252809959,13.760319985,1852.3,0,M19C,"M19C - converted from 1994 Gausskruger coordinates: SLO(404418.5,404418.5)",Waypoint,1,404418,124421
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,94,M19GK,46.252809959,13.760319902,1852.3,0,M19GK,"M19GK: SLO(404418.5,404418.5)",Waypoint,2,404418,124421
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,93,M2,46.253122101,13.763804846,1855.9,0,M2,"M2: SLO(404687.7,404687.7)",Skull and Crossbones,2,404688,124452
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,1,M20_GK,46.256909966,13.777819974,1856.4,0,M20C,"M20C - converted from 1994 Gausskruger coordinates: SLO(405774.8,405774.8)",Waypoint,1,405775,124856
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,92,M20GK,46.256909883,13.777819891,1856.4,0,M20GK,"M20GK: SLO(405774.7,405774.7)",Waypoint,2,405775,124856
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,116,M21_GK,46.252869973,13.757979926,1856.7,0,M21C,"M21C - converted from 1994 Gausskruger coordinates: SLO(404238.1,404238.1)",Waypoint,1,404238,124431
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,91,M21GK,46.252869973,13.757979926,1856.7,0,M21GK,"M21GK: SLO(404238.1,404238.1)",Waypoint,2,404238,124431
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,132,M22_GK,46.257199980,13.758789953,1855.5,0,M22C,"M22C - converted from 1994 Gausskruger coordinates: SLO(404308.1,404308.1)",Waypoint,1,404308,124911
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,90,M22GK,46.257199813,13.758789953,1855.5,0,M22GK,"M22GK: SLO(404308.1,404308.1)",Waypoint,2,404308,124911
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,131,M23_GK,46.246139975,13.759169988,1854.3,0,M23C,"M23 - converted from 1994 Gausskruger coordinates: SLO(404318.2,404318.2)",Waypoint,1,404318,123681
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,89,M23GK,46.246139808,13.759169905,1854.3,0,M23GK,"M23GK: SLO(404318.2,404318.2)",Waypoint,2,404318,123681
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,88,M24,46.246806839,13.766615381,1717.7,0,M24,"M24: SLO(404893.5,404893.5)",Skull and Crossbones,2,404893,123747
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,129,M24_GK,46.246659989,13.766419999,1854.7,0,M24C,"M24C - converted from 1994 Gausskruger coordinates: SLO(404878.1,404878.1)",Waypoint,1,404878,123730
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,87,M24GK,46.246659989,13.766419832,1854.7,0,M24GK,"M24GK: SLO(404878.1,404878.1)",Waypoint,2,404878,123730
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,86,M4,46.252758829,13.762947964,1860.5,0,M4,"M4: SLO(404621.0,404621.0)",Skull and Crossbones,2,404621,124412
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,88,M4_GK,46.252379967,13.762789965,1855.2,0,M4C,"M4C - converted from 1994 Gausskruger coordinates: SLO(404608.2,404608.2)",Waypoint,1,404608,124371
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,85,M4GK,46.252379967,13.762789965,1855.2,0,M4GK,"M4GK: SLO(404608.2,404608.2)",Waypoint,2,404608,124371
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,128,M7C_GK,46.247059973,13.767309990,1868.7,0,M7C,"M7C - converted from 1994 Gausskruger coordinates: SLO(404947.5,404947.5)",Waypoint,1,404947,123774
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,84,M7CGK,46.247059973,13.767309990,1868.7,0,M7CGK,"M7CGK: SLO(404947.5,404947.5)",Waypoint,2,404947,123774
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,123,M8C_GK,46.247409917,13.767519956,1859.1,0,M8C,"M8C - converted from 1994 Gausskruger coordinates: SLO(404964.3,404964.3)",Waypoint,1,404964,123812
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,83,M8CGK,46.247409834,13.767519873,1859.1,0,M8CGK,"M8CGK: SLO(404964.3,404964.3)",Waypoint,2,404964,123812
ICCC_JSPDT_Mig_GPS_points_2005-2008.gpx,2009-07-08,130,M9C_GK,46.247059973,13.767619953,1835.3,0,M9C,"M9C - converted from 1994 Gausskruger coordinates: SLO(404971.4,404971.4)",Waypoint,1,404971,123773
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,82,M9CGK,46.247059973,13.767619953,1835.3,0,M9CGK,"M9CGK: SLO(404971.4,404971.4)",Waypoint,2,404971,123773
Peter H old gps.gpx,2004-06-20,9,MIGBIV,46.25152309,13.76260221,1868.4,0,,,Flag,1,404592,124276
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,81,MIGCAN,46.246146597,13.762530964,1879.5,0,MIGCAN,"MIGCAN: SLO(404577.4,404577.4)",Flag,2,404577,123678
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,80,MIGROX,46.246158332,13.762549153,1880.9,0,MIGROX,"MIGROX: SLO(404578.8,404578.8)",Flag,2,404579,123679
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,79,MIGTEN,46.251135925,13.762115976,,0,MIGTEN,"MIGTEN: SLO(404554.0,404554.0)",Waypoint,2,404554,124233
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,78,MLC,46.255204920,13.760875873,1883.6,1,MLC,"MLC: SLO(404465.5,404465.5)",Waypoint,2,404465,124687
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,77,MLC1,46.255186899,13.760889033,1883.6,0,MLC1,"MLC1: SLO(404466.5,404466.5)",Skull and Crossbones,2,404466,124685
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,76,MONATI,46.252470911,13.757088846,1743.2,0,MONATI,"MONATI: SLO(404168.7,404168.7)",Waypoint,2,404169,124388
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,75,MOTH,46.251025870,13.760456946,,0,MOTH,"MOTH: SLO(404425.9,404425.9)",Waypoint,2,404426,124223
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,74,MOUSE,46.253675977,13.760675965,,0,MOUSE,"MOUSE: SLO(404447.4,404447.4)",Waypoint,2,404447,124517
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,73,MWAY,46.248765942,13.759696959,,0,MWAY,"MWAY: SLO(404363.4,404363.4)",Waypoint,2,404363,123973
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,72,N01,46.265744912,13.757475000,1792.0,0,N01,"N01: SLO(404221.6,404221.6)",Waypoint,2,404222,125862
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,71,N02,46.266458966,13.756310837,1782.6,0,N02,"N02: SLO(404133.1,404133.1)",Waypoint,2,404133,125943
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,70,N03,46.266333992,13.756585848,1789.4,0,N03,"N03: SLO(404154.1,404154.1)",Waypoint,2,404154,125929
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,69,N04,46.265253900,13.756665979,1790.8,0,N04,"N04: SLO(404158.4,404158.4)",Waypoint,2,404158,125809
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,68,N05,46.264979895,13.758744858,1847.0,0,N05,"N05: SLO(404318.2,404318.2)",Waypoint,2,404318,125776
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,67,N06,46.272914959,13.755777832,1640.6,0,N06,"N06: SLO(404103.3,404103.3)",Flag,2,404103,126661
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,66,N07,46.269322727,13.758773189,1749.5,0,N07,"N07: SLO(404327.9,404327.9)",Flag,2,404328,126258
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,65,N08,46.268532900,13.758329032,1750.0,0,N08,"N08: SLO(404292.3,404292.3)",Flag,2,404292,126171
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,64,N09,46.268011210,13.757593855,1767.0,0,N09,"N09: SLO(404234.7,404234.7)",Flag,2,404235,126114
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,63,N1,46.253295857,13.758696998,1841.5,1,N1,"N1: SLO(404294.2,404294.2)",Waypoint,2,404294,124477
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,62,N10,46.266653007,13.756588027,1782.9,0,N10,"N10: SLO(404154.8,404154.8)",Flag,2,404155,125964
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,61,OBVCAV,46.251722742,13.764643623,1832.6,0,OBVCAV,"OBVCAV: SLO(404749.9,404749.9)",Waypoint,2,404750,124295
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,60,OLDBIV,46.252000770,13.764458383,1851.1,0,OLDBIV,"OLDBIV: SLO(404736.1,404736.1)",Campground,2,404736,124326
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,59,P01,46.269566556,13.760004239,1791.5,0,P01,"P01: SLO(404423.2,404423.2)",Flag,2,404423,126284
old ICCC gps.gpx,2004-06-24,69,P02,46.25053067,13.77094120,1569.7,0,,,Flag,1,405233,124155
old ICCC gps.gpx,2004-06-24,68,P03,46.25036588,13.77139500,1569.0,0,,,Flag,1,405268,124136
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,58,PEAK2,46.260904865,13.763554981,,0,PEAK2,"PEAK2: SLO(404681.9,404681.9)",Waypoint,2,404682,125317
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,57,PF10,46.248178706,13.763577025,1769.7,0,PF10,"PF10: SLO(404661.6,404661.6)",Skull and Crossbones,2,404662,123903
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,56,PWAY,46.269975174,13.758187545,1702.8,0,PWAY,"PWAY: SLO(404283.9,404283.9)",Flag,2,404284,126332
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,55,RAFORK,46.241773926,13.767995965,1455.1,0,RAFORK,"RAFORK: SLO(404991.2,404991.2)",Waypoint,2,404991,123186
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,54,RAIN G,46.254864614,13.760848213,1895.8,0,RAIN G,"RAIN G: SLO(404462.8,404462.8)",Gas Station,2,404463,124649
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,53,RAZORP,46.235868959,13.792323936,,0,RAZORP,"RAZORP: SLO(406857.3,406857.3)",Waypoint,2,406857,122500
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,52,RCAVE,46.235518847,13.787783962,,0,RCAVE,"RCAVE: SLO(406506.6,406506.6)",Waypoint,2,406507,122467
ICCC_eTrex_H_waypoints_area_n_recee_2009-12.gpx,2010-01-04,51,S-A,46.251667840,13.765221974,1812.9,0,S-A,"S-A: SLO(404794.4,404794.4)",Waypoint,2,404794,124288
